symbol,description,Date,Value,src
OPEC/ORB,Petroleo OPEC,2016-08-25,45.28,Quandl
OPEC/ORB,Petroleo OPEC,2016-08-24,45.25,Quandl
OPEC/ORB,Petroleo OPEC,2016-08-23,45.34,Quandl
OPEC/ORB,Petroleo OPEC,2016-08-22,46.04,Quandl
OPEC/ORB,Petroleo OPEC,2016-08-19,46.82,Quandl
OPEC/ORB,Petroleo OPEC,2016-08-18,46.5,Quandl
OPEC/ORB,Petroleo OPEC,2016-08-17,45.34,Quandl
OPEC/ORB,Petroleo OPEC,2016-08-16,45.03,Quandl
OPEC/ORB,Petroleo OPEC,2016-08-15,43.92,Quandl
OPEC/ORB,Petroleo OPEC,2016-08-12,42.6,Quandl
OPEC/ORB,Petroleo OPEC,2016-08-11,40.62,Quandl
OPEC/ORB,Petroleo OPEC,2016-08-10,40.57,Quandl
OPEC/ORB,Petroleo OPEC,2016-08-09,41.08,Quandl
OPEC/ORB,Petroleo OPEC,2016-08-08,41.1,Quandl
OPEC/ORB,Petroleo OPEC,2016-08-05,40.08,Quandl
OPEC/ORB,Petroleo OPEC,2016-08-04,39.6,Quandl
OPEC/ORB,Petroleo OPEC,2016-08-03,38.43,Quandl
OPEC/ORB,Petroleo OPEC,2016-08-02,38.29,Quandl
OPEC/ORB,Petroleo OPEC,2016-08-01,39.1,Quandl
OPEC/ORB,Petroleo OPEC,2016-07-29,38.97,Quandl
OPEC/ORB,Petroleo OPEC,2016-07-28,39.79,Quandl
OPEC/ORB,Petroleo OPEC,2016-07-27,40.49,Quandl
OPEC/ORB,Petroleo OPEC,2016-07-26,40.62,Quandl
OPEC/ORB,Petroleo OPEC,2016-07-25,41.35,Quandl
OPEC/ORB,Petroleo OPEC,2016-07-22,41.71,Quandl
OPEC/ORB,Petroleo OPEC,2016-07-21,42.93,Quandl
OPEC/ORB,Petroleo OPEC,2016-07-20,42.73,Quandl
OPEC/ORB,Petroleo OPEC,2016-07-19,42.66,Quandl
OPEC/ORB,Petroleo OPEC,2016-07-18,43.36,Quandl
OPEC/ORB,Petroleo OPEC,2016-07-15,43.24,Quandl
OPEC/ORB,Petroleo OPEC,2016-07-14,42.88,Quandl
OPEC/ORB,Petroleo OPEC,2016-07-13,43.19,Quandl
OPEC/ORB,Petroleo OPEC,2016-07-12,43.22,Quandl
OPEC/ORB,Petroleo OPEC,2016-07-11,42.21,Quandl
OPEC/ORB,Petroleo OPEC,2016-07-08,42.59,Quandl
OPEC/ORB,Petroleo OPEC,2016-07-07,44.19,Quandl
OPEC/ORB,Petroleo OPEC,2016-07-06,44.35,Quandl
OPEC/ORB,Petroleo OPEC,2016-07-05,44.34,Quandl
OPEC/ORB,Petroleo OPEC,2016-07-04,46.08,Quandl
OPEC/ORB,Petroleo OPEC,2016-07-01,45.42,Quandl
OPEC/ORB,Petroleo OPEC,2016-06-30,46.27,Quandl
OPEC/ORB,Petroleo OPEC,2016-06-29,45.82,Quandl
OPEC/ORB,Petroleo OPEC,2016-06-28,44.46,Quandl
OPEC/ORB,Petroleo OPEC,2016-06-27,44.32,Quandl
OPEC/ORB,Petroleo OPEC,2016-06-24,44.88,Quandl
OPEC/ORB,Petroleo OPEC,2016-06-23,46.16,Quandl
OPEC/ORB,Petroleo OPEC,2016-06-22,46.46,Quandl
OPEC/ORB,Petroleo OPEC,2016-06-21,46.02,Quandl
OPEC/ORB,Petroleo OPEC,2016-06-20,46.24,Quandl
OPEC/ORB,Petroleo OPEC,2016-06-17,44.18,Quandl
OPEC/ORB,Petroleo OPEC,2016-06-16,44.03,Quandl
OPEC/ORB,Petroleo OPEC,2016-06-15,45.36,Quandl
OPEC/ORB,Petroleo OPEC,2016-06-14,45.64,Quandl
OPEC/ORB,Petroleo OPEC,2016-06-13,46.25,Quandl
OPEC/ORB,Petroleo OPEC,2016-06-10,47.05,Quandl
OPEC/ORB,Petroleo OPEC,2016-06-09,48.02,Quandl
OPEC/ORB,Petroleo OPEC,2016-06-08,47.76,Quandl
OPEC/ORB,Petroleo OPEC,2016-06-07,46.63,Quandl
OPEC/ORB,Petroleo OPEC,2016-06-06,46.1,Quandl
OPEC/ORB,Petroleo OPEC,2016-06-03,45.82,Quandl
OPEC/ORB,Petroleo OPEC,2016-06-02,45.67,Quandl
OPEC/ORB,Petroleo OPEC,2016-06-01,45.28,Quandl
OPEC/ORB,Petroleo OPEC,2016-05-31,45.15,Quandl
OPEC/ORB,Petroleo OPEC,2016-05-30,44.8,Quandl
OPEC/ORB,Petroleo OPEC,2016-05-27,44.76,Quandl
OPEC/ORB,Petroleo OPEC,2016-05-26,45.43,Quandl
OPEC/ORB,Petroleo OPEC,2016-05-25,44.97,Quandl
OPEC/ORB,Petroleo OPEC,2016-05-24,44.02,Quandl
OPEC/ORB,Petroleo OPEC,2016-05-23,44.07,Quandl
OPEC/ORB,Petroleo OPEC,2016-05-20,44.77,Quandl
OPEC/ORB,Petroleo OPEC,2016-05-19,43.84,Quandl
OPEC/ORB,Petroleo OPEC,2016-05-18,44.88,Quandl
OPEC/ORB,Petroleo OPEC,2016-05-17,44.82,Quandl
OPEC/ORB,Petroleo OPEC,2016-05-16,44.37,Quandl
OPEC/ORB,Petroleo OPEC,2016-05-13,43.3,Quandl
OPEC/ORB,Petroleo OPEC,2016-05-12,43.33,Quandl
OPEC/ORB,Petroleo OPEC,2016-05-11,41.43,Quandl
OPEC/ORB,Petroleo OPEC,2016-05-10,40.23,Quandl
OPEC/ORB,Petroleo OPEC,2016-05-09,40.77,Quandl
OPEC/ORB,Petroleo OPEC,2016-05-06,40.57,Quandl
OPEC/ORB,Petroleo OPEC,2016-05-05,41.16,Quandl
OPEC/ORB,Petroleo OPEC,2016-05-04,40.45,Quandl
OPEC/ORB,Petroleo OPEC,2016-05-03,41.03,Quandl
OPEC/ORB,Petroleo OPEC,2016-05-02,42.48,Quandl
OPEC/ORB,Petroleo OPEC,2016-04-29,42.7,Quandl
OPEC/ORB,Petroleo OPEC,2016-04-28,42.02,Quandl
OPEC/ORB,Petroleo OPEC,2016-04-27,41.38,Quandl
OPEC/ORB,Petroleo OPEC,2016-04-26,39.88,Quandl
OPEC/ORB,Petroleo OPEC,2016-04-25,39.4,Quandl
OPEC/ORB,Petroleo OPEC,2016-04-22,39.78,Quandl
OPEC/ORB,Petroleo OPEC,2016-04-21,40.09,Quandl
OPEC/ORB,Petroleo OPEC,2016-04-20,38.46,Quandl
OPEC/ORB,Petroleo OPEC,2016-04-19,38.27,Quandl
OPEC/ORB,Petroleo OPEC,2016-04-18,36.58,Quandl
OPEC/ORB,Petroleo OPEC,2016-04-15,38.05,Quandl
OPEC/ORB,Petroleo OPEC,2016-04-14,38.58,Quandl
OPEC/ORB,Petroleo OPEC,2016-04-13,38.91,Quandl
OPEC/ORB,Petroleo OPEC,2016-04-12,38.62,Quandl
OPEC/ORB,Petroleo OPEC,2016-04-11,37.02,Quandl
OPEC/ORB,Petroleo OPEC,2016-04-08,36.01,Quandl
OPEC/ORB,Petroleo OPEC,2016-04-07,34.71,Quandl
OPEC/ORB,Petroleo OPEC,2016-04-06,33.93,Quandl
OPEC/ORB,Petroleo OPEC,2016-04-05,32.71,Quandl
OPEC/ORB,Petroleo OPEC,2016-04-04,33.4,Quandl
OPEC/ORB,Petroleo OPEC,2016-04-01,34.54,Quandl
OPEC/ORB,Petroleo OPEC,2016-03-31,34.33,Quandl
OPEC/ORB,Petroleo OPEC,2016-03-30,34.91,Quandl
OPEC/ORB,Petroleo OPEC,2016-03-29,34.5,Quandl
OPEC/ORB,Petroleo OPEC,2016-03-28,35.48,Quandl
OPEC/ORB,Petroleo OPEC,2016-03-25,34.96,Quandl
OPEC/ORB,Petroleo OPEC,2016-03-24,34.96,Quandl
OPEC/ORB,Petroleo OPEC,2016-03-23,36.19,Quandl
OPEC/ORB,Petroleo OPEC,2016-03-22,36.67,Quandl
OPEC/ORB,Petroleo OPEC,2016-03-21,36.27,Quandl
OPEC/ORB,Petroleo OPEC,2016-03-18,36.59,Quandl
OPEC/ORB,Petroleo OPEC,2016-03-17,36.36,Quandl
OPEC/ORB,Petroleo OPEC,2016-03-16,34.5,Quandl
OPEC/ORB,Petroleo OPEC,2016-03-15,33.69,Quandl
OPEC/ORB,Petroleo OPEC,2016-03-14,34.74,Quandl
OPEC/ORB,Petroleo OPEC,2016-03-11,35.62,Quandl
OPEC/ORB,Petroleo OPEC,2016-03-10,35.23,Quandl
OPEC/ORB,Petroleo OPEC,2016-03-09,35.05,Quandl
OPEC/ORB,Petroleo OPEC,2016-03-08,35.07,Quandl
OPEC/ORB,Petroleo OPEC,2016-03-07,34.43,Quandl
OPEC/ORB,Petroleo OPEC,2016-03-04,32.42,Quandl
OPEC/ORB,Petroleo OPEC,2016-03-03,31.68,Quandl
OPEC/ORB,Petroleo OPEC,2016-03-02,31.72,Quandl
OPEC/ORB,Petroleo OPEC,2016-03-01,31.65,Quandl
OPEC/ORB,Petroleo OPEC,2016-02-29,30.13,Quandl
OPEC/ORB,Petroleo OPEC,2016-02-26,30.74,Quandl
OPEC/ORB,Petroleo OPEC,2016-02-25,29.19,Quandl
OPEC/ORB,Petroleo OPEC,2016-02-24,28.3,Quandl
OPEC/ORB,Petroleo OPEC,2016-02-23,28.94,Quandl
OPEC/ORB,Petroleo OPEC,2016-02-22,29.48,Quandl
OPEC/ORB,Petroleo OPEC,2016-02-19,29.17,Quandl
OPEC/ORB,Petroleo OPEC,2016-02-18,29.96,Quandl
OPEC/ORB,Petroleo OPEC,2016-02-17,28.18,Quandl
OPEC/ORB,Petroleo OPEC,2016-02-16,29.35,Quandl
OPEC/ORB,Petroleo OPEC,2016-02-15,28.44,Quandl
OPEC/ORB,Petroleo OPEC,2016-02-12,26.74,Quandl
OPEC/ORB,Petroleo OPEC,2016-02-11,25.21,Quandl
OPEC/ORB,Petroleo OPEC,2016-02-10,25.93,Quandl
OPEC/ORB,Petroleo OPEC,2016-02-09,28.33,Quandl
OPEC/ORB,Petroleo OPEC,2016-02-08,29,Quandl
OPEC/ORB,Petroleo OPEC,2016-02-05,29.3,Quandl
OPEC/ORB,Petroleo OPEC,2016-02-04,29.93,Quandl
OPEC/ORB,Petroleo OPEC,2016-02-03,28.65,Quandl
OPEC/ORB,Petroleo OPEC,2016-02-02,28.4,Quandl
OPEC/ORB,Petroleo OPEC,2016-02-01,29.73,Quandl
OPEC/ORB,Petroleo OPEC,2016-01-29,29.11,Quandl
OPEC/ORB,Petroleo OPEC,2016-01-28,28.28,Quandl
OPEC/ORB,Petroleo OPEC,2016-01-27,26.4,Quandl
OPEC/ORB,Petroleo OPEC,2016-01-26,25.11,Quandl
OPEC/ORB,Petroleo OPEC,2016-01-25,25.58,Quandl
OPEC/ORB,Petroleo OPEC,2016-01-22,25.5,Quandl
OPEC/ORB,Petroleo OPEC,2016-01-21,22.89,Quandl
OPEC/ORB,Petroleo OPEC,2016-01-20,22.48,Quandl
OPEC/ORB,Petroleo OPEC,2016-01-19,23.85,Quandl
OPEC/ORB,Petroleo OPEC,2016-01-18,23.58,Quandl
OPEC/ORB,Petroleo OPEC,2016-01-15,24.74,Quandl
OPEC/ORB,Petroleo OPEC,2016-01-14,25,Quandl
OPEC/ORB,Petroleo OPEC,2016-01-13,25.69,Quandl
OPEC/ORB,Petroleo OPEC,2016-01-12,25.76,Quandl
OPEC/ORB,Petroleo OPEC,2016-01-11,27.07,Quandl
OPEC/ORB,Petroleo OPEC,2016-01-08,28.47,Quandl
OPEC/ORB,Petroleo OPEC,2016-01-07,27.85,Quandl
OPEC/ORB,Petroleo OPEC,2016-01-06,29.71,Quandl
OPEC/ORB,Petroleo OPEC,2016-01-05,31.21,Quandl
OPEC/ORB,Petroleo OPEC,2016-01-04,31.79,Quandl
OPEC/ORB,Petroleo OPEC,2015-12-31,31.27,Quandl
OPEC/ORB,Petroleo OPEC,2015-12-30,31.42,Quandl
OPEC/ORB,Petroleo OPEC,2015-12-29,31.55,Quandl
OPEC/ORB,Petroleo OPEC,2015-12-28,31.71,Quandl
OPEC/ORB,Petroleo OPEC,2015-12-24,32.17,Quandl
OPEC/ORB,Petroleo OPEC,2015-12-23,31.25,Quandl
OPEC/ORB,Petroleo OPEC,2015-12-22,31.15,Quandl
OPEC/ORB,Petroleo OPEC,2015-12-21,30.74,Quandl
OPEC/ORB,Petroleo OPEC,2015-12-18,31.63,Quandl
OPEC/ORB,Petroleo OPEC,2015-12-17,31.49,Quandl
OPEC/ORB,Petroleo OPEC,2015-12-16,32.28,Quandl
OPEC/ORB,Petroleo OPEC,2015-12-15,32.56,Quandl
OPEC/ORB,Petroleo OPEC,2015-12-14,32.55,Quandl
OPEC/ORB,Petroleo OPEC,2015-12-11,33.71,Quandl
OPEC/ORB,Petroleo OPEC,2015-12-10,34.64,Quandl
OPEC/ORB,Petroleo OPEC,2015-12-09,34.74,Quandl
OPEC/ORB,Petroleo OPEC,2015-12-08,35.25,Quandl
OPEC/ORB,Petroleo OPEC,2015-12-07,36.4,Quandl
OPEC/ORB,Petroleo OPEC,2015-12-04,38.03,Quandl
OPEC/ORB,Petroleo OPEC,2015-12-03,37.84,Quandl
OPEC/ORB,Petroleo OPEC,2015-12-02,38.4,Quandl
OPEC/ORB,Petroleo OPEC,2015-12-01,39.25,Quandl
OPEC/ORB,Petroleo OPEC,2015-11-30,38.93,Quandl
OPEC/ORB,Petroleo OPEC,2015-11-27,39.08,Quandl
OPEC/ORB,Petroleo OPEC,2015-11-26,39.65,Quandl
OPEC/ORB,Petroleo OPEC,2015-11-25,39.81,Quandl
OPEC/ORB,Petroleo OPEC,2015-11-24,39.59,Quandl
OPEC/ORB,Petroleo OPEC,2015-11-23,38.35,Quandl
OPEC/ORB,Petroleo OPEC,2015-11-20,38.37,Quandl
OPEC/ORB,Petroleo OPEC,2015-11-19,38.52,Quandl
OPEC/ORB,Petroleo OPEC,2015-11-18,38.04,Quandl
OPEC/ORB,Petroleo OPEC,2015-11-17,38.29,Quandl
OPEC/ORB,Petroleo OPEC,2015-11-16,38.18,Quandl
OPEC/ORB,Petroleo OPEC,2015-11-13,39.21,Quandl
OPEC/ORB,Petroleo OPEC,2015-11-12,40.21,Quandl
OPEC/ORB,Petroleo OPEC,2015-11-11,41.53,Quandl
OPEC/ORB,Petroleo OPEC,2015-11-10,42.26,Quandl
OPEC/ORB,Petroleo OPEC,2015-11-09,42.13,Quandl
OPEC/ORB,Petroleo OPEC,2015-11-06,42.72,Quandl
OPEC/ORB,Petroleo OPEC,2015-11-05,43.28,Quandl
OPEC/ORB,Petroleo OPEC,2015-11-04,44.43,Quandl
OPEC/ORB,Petroleo OPEC,2015-11-03,43.89,Quandl
OPEC/ORB,Petroleo OPEC,2015-11-02,43.95,Quandl
OPEC/ORB,Petroleo OPEC,2015-10-30,43.66,Quandl
OPEC/ORB,Petroleo OPEC,2015-10-29,44.34,Quandl
OPEC/ORB,Petroleo OPEC,2015-10-28,43.2,Quandl
OPEC/ORB,Petroleo OPEC,2015-10-27,42.4,Quandl
OPEC/ORB,Petroleo OPEC,2015-10-26,43.13,Quandl
OPEC/ORB,Petroleo OPEC,2015-10-23,43.45,Quandl
OPEC/ORB,Petroleo OPEC,2015-10-22,43.44,Quandl
OPEC/ORB,Petroleo OPEC,2015-10-21,43.67,Quandl
OPEC/ORB,Petroleo OPEC,2015-10-20,43.87,Quandl
OPEC/ORB,Petroleo OPEC,2015-10-19,44.92,Quandl
OPEC/ORB,Petroleo OPEC,2015-10-16,45.71,Quandl
OPEC/ORB,Petroleo OPEC,2015-10-15,45.05,Quandl
OPEC/ORB,Petroleo OPEC,2015-10-14,45.21,Quandl
OPEC/ORB,Petroleo OPEC,2015-10-13,46,Quandl
OPEC/ORB,Petroleo OPEC,2015-10-12,47.97,Quandl
OPEC/ORB,Petroleo OPEC,2015-10-09,48.79,Quandl
OPEC/ORB,Petroleo OPEC,2015-10-08,48.1,Quandl
OPEC/ORB,Petroleo OPEC,2015-10-07,48.24,Quandl
OPEC/ORB,Petroleo OPEC,2015-10-06,46.08,Quandl
OPEC/ORB,Petroleo OPEC,2015-10-05,44.95,Quandl
OPEC/ORB,Petroleo OPEC,2015-10-02,43.82,Quandl
OPEC/ORB,Petroleo OPEC,2015-10-01,44.48,Quandl
OPEC/ORB,Petroleo OPEC,2015-09-30,43.58,Quandl
OPEC/ORB,Petroleo OPEC,2015-09-29,43.51,Quandl
OPEC/ORB,Petroleo OPEC,2015-09-28,43.54,Quandl
OPEC/ORB,Petroleo OPEC,2015-09-25,43.76,Quandl
OPEC/ORB,Petroleo OPEC,2015-09-24,44.48,Quandl
OPEC/ORB,Petroleo OPEC,2015-09-23,44.69,Quandl
OPEC/ORB,Petroleo OPEC,2015-09-22,43.84,Quandl
OPEC/ORB,Petroleo OPEC,2015-09-21,43.81,Quandl
OPEC/ORB,Petroleo OPEC,2015-09-18,44.34,Quandl
OPEC/ORB,Petroleo OPEC,2015-09-17,45.1,Quandl
OPEC/ORB,Petroleo OPEC,2015-09-16,44.57,Quandl
OPEC/ORB,Petroleo OPEC,2015-09-15,43.13,Quandl
OPEC/ORB,Petroleo OPEC,2015-09-14,43.85,Quandl
OPEC/ORB,Petroleo OPEC,2015-09-11,44.64,Quandl
OPEC/ORB,Petroleo OPEC,2015-09-10,44.83,Quandl
OPEC/ORB,Petroleo OPEC,2015-09-09,45.96,Quandl
OPEC/ORB,Petroleo OPEC,2015-09-08,45.38,Quandl
OPEC/ORB,Petroleo OPEC,2015-09-07,45.59,Quandl
OPEC/ORB,Petroleo OPEC,2015-09-04,46.83,Quandl
OPEC/ORB,Petroleo OPEC,2015-09-03,47.4,Quandl
OPEC/ORB,Petroleo OPEC,2015-09-02,45.56,Quandl
OPEC/ORB,Petroleo OPEC,2015-09-01,47.8,Quandl
OPEC/ORB,Petroleo OPEC,2015-08-31,47.01,Quandl
OPEC/ORB,Petroleo OPEC,2015-08-28,45.19,Quandl
OPEC/ORB,Petroleo OPEC,2015-08-27,42.37,Quandl
OPEC/ORB,Petroleo OPEC,2015-08-26,40.51,Quandl
OPEC/ORB,Petroleo OPEC,2015-08-25,40.47,Quandl
OPEC/ORB,Petroleo OPEC,2015-08-24,40.67,Quandl
OPEC/ORB,Petroleo OPEC,2015-08-21,43,Quandl
OPEC/ORB,Petroleo OPEC,2015-08-20,44.13,Quandl
OPEC/ORB,Petroleo OPEC,2015-08-19,45.39,Quandl
OPEC/ORB,Petroleo OPEC,2015-08-18,45.77,Quandl
OPEC/ORB,Petroleo OPEC,2015-08-17,45.96,Quandl
OPEC/ORB,Petroleo OPEC,2015-08-14,46.62,Quandl
OPEC/ORB,Petroleo OPEC,2015-08-13,47.29,Quandl
OPEC/ORB,Petroleo OPEC,2015-08-12,47.09,Quandl
OPEC/ORB,Petroleo OPEC,2015-08-11,47.66,Quandl
OPEC/ORB,Petroleo OPEC,2015-08-10,47.32,Quandl
OPEC/ORB,Petroleo OPEC,2015-08-07,46.95,Quandl
OPEC/ORB,Petroleo OPEC,2015-08-06,47.09,Quandl
OPEC/ORB,Petroleo OPEC,2015-08-05,47.89,Quandl
OPEC/ORB,Petroleo OPEC,2015-08-04,47.9,Quandl
OPEC/ORB,Petroleo OPEC,2015-08-03,48.4,Quandl
OPEC/ORB,Petroleo OPEC,2015-07-31,50.51,Quandl
OPEC/ORB,Petroleo OPEC,2015-07-30,51.46,Quandl
OPEC/ORB,Petroleo OPEC,2015-07-29,50.83,Quandl
OPEC/ORB,Petroleo OPEC,2015-07-28,50.55,Quandl
OPEC/ORB,Petroleo OPEC,2015-07-27,51.3,Quandl
OPEC/ORB,Petroleo OPEC,2015-07-24,52.08,Quandl
OPEC/ORB,Petroleo OPEC,2015-07-23,53.04,Quandl
OPEC/ORB,Petroleo OPEC,2015-07-22,53.45,Quandl
OPEC/ORB,Petroleo OPEC,2015-07-21,53.57,Quandl
OPEC/ORB,Petroleo OPEC,2015-07-20,53.79,Quandl
OPEC/ORB,Petroleo OPEC,2015-07-17,53.99,Quandl
OPEC/ORB,Petroleo OPEC,2015-07-16,54.23,Quandl
OPEC/ORB,Petroleo OPEC,2015-07-15,54.94,Quandl
OPEC/ORB,Petroleo OPEC,2015-07-14,54.55,Quandl
OPEC/ORB,Petroleo OPEC,2015-07-13,55.23,Quandl
OPEC/ORB,Petroleo OPEC,2015-07-10,55.99,Quandl
OPEC/ORB,Petroleo OPEC,2015-07-09,55.54,Quandl
OPEC/ORB,Petroleo OPEC,2015-07-08,53.78,Quandl
OPEC/ORB,Petroleo OPEC,2015-07-07,54.25,Quandl
OPEC/ORB,Petroleo OPEC,2015-07-06,55.79,Quandl
OPEC/ORB,Petroleo OPEC,2015-07-03,58.35,Quandl
OPEC/ORB,Petroleo OPEC,2015-07-02,59.31,Quandl
OPEC/ORB,Petroleo OPEC,2015-07-01,59.81,Quandl
OPEC/ORB,Petroleo OPEC,2015-06-30,58.79,Quandl
OPEC/ORB,Petroleo OPEC,2015-06-29,58.24,Quandl
OPEC/ORB,Petroleo OPEC,2015-06-26,59.14,Quandl
OPEC/ORB,Petroleo OPEC,2015-06-25,59.58,Quandl
OPEC/ORB,Petroleo OPEC,2015-06-24,60.68,Quandl
OPEC/ORB,Petroleo OPEC,2015-06-23,59.96,Quandl
OPEC/ORB,Petroleo OPEC,2015-06-22,59.36,Quandl
OPEC/ORB,Petroleo OPEC,2015-06-19,59.98,Quandl
OPEC/ORB,Petroleo OPEC,2015-06-18,60.56,Quandl
OPEC/ORB,Petroleo OPEC,2015-06-17,60.27,Quandl
OPEC/ORB,Petroleo OPEC,2015-06-16,60.08,Quandl
OPEC/ORB,Petroleo OPEC,2015-06-15,60.17,Quandl
OPEC/ORB,Petroleo OPEC,2015-06-12,61.17,Quandl
OPEC/ORB,Petroleo OPEC,2015-06-11,62.14,Quandl
OPEC/ORB,Petroleo OPEC,2015-06-10,62.41,Quandl
OPEC/ORB,Petroleo OPEC,2015-06-09,60.27,Quandl
OPEC/ORB,Petroleo OPEC,2015-06-08,59.42,Quandl
OPEC/ORB,Petroleo OPEC,2015-06-05,58.61,Quandl
OPEC/ORB,Petroleo OPEC,2015-06-04,59.61,Quandl
OPEC/ORB,Petroleo OPEC,2015-06-03,61.49,Quandl
OPEC/ORB,Petroleo OPEC,2015-06-02,62.26,Quandl
OPEC/ORB,Petroleo OPEC,2015-06-01,60.46,Quandl
OPEC/ORB,Petroleo OPEC,2015-05-29,60.47,Quandl
OPEC/ORB,Petroleo OPEC,2015-05-28,59.33,Quandl
OPEC/ORB,Petroleo OPEC,2015-05-27,60.43,Quandl
OPEC/ORB,Petroleo OPEC,2015-05-26,60.73,Quandl
OPEC/ORB,Petroleo OPEC,2015-05-25,61.18,Quandl
OPEC/ORB,Petroleo OPEC,2015-05-22,62.03,Quandl
OPEC/ORB,Petroleo OPEC,2015-05-21,61.86,Quandl
OPEC/ORB,Petroleo OPEC,2015-05-20,60.91,Quandl
OPEC/ORB,Petroleo OPEC,2015-05-19,61.11,Quandl
OPEC/ORB,Petroleo OPEC,2015-05-18,62.98,Quandl
OPEC/ORB,Petroleo OPEC,2015-05-15,62.74,Quandl
OPEC/ORB,Petroleo OPEC,2015-05-14,63.13,Quandl
OPEC/ORB,Petroleo OPEC,2015-05-13,63.77,Quandl
OPEC/ORB,Petroleo OPEC,2015-05-12,62.49,Quandl
OPEC/ORB,Petroleo OPEC,2015-05-11,62.03,Quandl
OPEC/ORB,Petroleo OPEC,2015-05-08,62.44,Quandl
OPEC/ORB,Petroleo OPEC,2015-05-07,63.98,Quandl
OPEC/ORB,Petroleo OPEC,2015-05-06,64.96,Quandl
OPEC/ORB,Petroleo OPEC,2015-05-05,63.62,Quandl
OPEC/ORB,Petroleo OPEC,2015-05-04,62.85,Quandl
OPEC/ORB,Petroleo OPEC,2015-05-01,62.23,Quandl
OPEC/ORB,Petroleo OPEC,2015-04-30,62.21,Quandl
OPEC/ORB,Petroleo OPEC,2015-04-29,60.92,Quandl
OPEC/ORB,Petroleo OPEC,2015-04-28,60.41,Quandl
OPEC/ORB,Petroleo OPEC,2015-04-27,61.06,Quandl
OPEC/ORB,Petroleo OPEC,2015-04-24,60.95,Quandl
OPEC/ORB,Petroleo OPEC,2015-04-23,59.14,Quandl
OPEC/ORB,Petroleo OPEC,2015-04-22,58.09,Quandl
OPEC/ORB,Petroleo OPEC,2015-04-21,58.84,Quandl
OPEC/ORB,Petroleo OPEC,2015-04-20,59.5,Quandl
OPEC/ORB,Petroleo OPEC,2015-04-17,59.52,Quandl
OPEC/ORB,Petroleo OPEC,2015-04-16,58.88,Quandl
OPEC/ORB,Petroleo OPEC,2015-04-15,57.01,Quandl
OPEC/ORB,Petroleo OPEC,2015-04-14,55.91,Quandl
OPEC/ORB,Petroleo OPEC,2015-04-13,55.86,Quandl
OPEC/ORB,Petroleo OPEC,2015-04-10,54.04,Quandl
OPEC/ORB,Petroleo OPEC,2015-04-09,53.52,Quandl
OPEC/ORB,Petroleo OPEC,2015-04-08,54.28,Quandl
OPEC/ORB,Petroleo OPEC,2015-04-07,54.61,Quandl
OPEC/ORB,Petroleo OPEC,2015-04-06,53.2,Quandl
OPEC/ORB,Petroleo OPEC,2015-04-03,53.1,Quandl
OPEC/ORB,Petroleo OPEC,2015-04-02,52.93,Quandl
OPEC/ORB,Petroleo OPEC,2015-04-01,52.48,Quandl
OPEC/ORB,Petroleo OPEC,2015-03-31,51.06,Quandl
OPEC/ORB,Petroleo OPEC,2015-03-30,51.45,Quandl
OPEC/ORB,Petroleo OPEC,2015-03-27,52.93,Quandl
OPEC/ORB,Petroleo OPEC,2015-03-26,54.55,Quandl
OPEC/ORB,Petroleo OPEC,2015-03-25,50.83,Quandl
OPEC/ORB,Petroleo OPEC,2015-03-24,50.92,Quandl
OPEC/ORB,Petroleo OPEC,2015-03-23,50.3,Quandl
OPEC/ORB,Petroleo OPEC,2015-03-20,49.93,Quandl
OPEC/ORB,Petroleo OPEC,2015-03-19,50.17,Quandl
OPEC/ORB,Petroleo OPEC,2015-03-18,49.17,Quandl
OPEC/ORB,Petroleo OPEC,2015-03-17,48.76,Quandl
OPEC/ORB,Petroleo OPEC,2015-03-16,49.46,Quandl
OPEC/ORB,Petroleo OPEC,2015-03-13,51.66,Quandl
OPEC/ORB,Petroleo OPEC,2015-03-12,53.16,Quandl
OPEC/ORB,Petroleo OPEC,2015-03-11,52.25,Quandl
OPEC/ORB,Petroleo OPEC,2015-03-10,53.03,Quandl
OPEC/ORB,Petroleo OPEC,2015-03-09,54.53,Quandl
OPEC/ORB,Petroleo OPEC,2015-03-06,55.63,Quandl
OPEC/ORB,Petroleo OPEC,2015-03-05,55.77,Quandl
OPEC/ORB,Petroleo OPEC,2015-03-04,55.82,Quandl
OPEC/ORB,Petroleo OPEC,2015-03-03,55.94,Quandl
OPEC/ORB,Petroleo OPEC,2015-03-02,56.74,Quandl
OPEC/ORB,Petroleo OPEC,2015-02-27,56.83,Quandl
OPEC/ORB,Petroleo OPEC,2015-02-26,56.07,Quandl
OPEC/ORB,Petroleo OPEC,2015-02-25,53.81,Quandl
OPEC/ORB,Petroleo OPEC,2015-02-24,53.54,Quandl
OPEC/ORB,Petroleo OPEC,2015-02-23,54.09,Quandl
OPEC/ORB,Petroleo OPEC,2015-02-20,56.55,Quandl
OPEC/ORB,Petroleo OPEC,2015-02-19,56.29,Quandl
OPEC/ORB,Petroleo OPEC,2015-02-18,56.83,Quandl
OPEC/ORB,Petroleo OPEC,2015-02-17,56.69,Quandl
OPEC/ORB,Petroleo OPEC,2015-02-16,56.43,Quandl
OPEC/ORB,Petroleo OPEC,2015-02-13,55.97,Quandl
OPEC/ORB,Petroleo OPEC,2015-02-12,52.86,Quandl
